instance_class,IBS_bi_min_walpha,IBS_bi_min_gap,IGbob_45,wilcoxon_best
100_20,0.5552273336625769,1.920639633426373,0.546055742162022,-
100_40,1.4321642700173005,5.285153727672244,0.6794082234441139,IGbob_45
100_60,2.7509288228929796,6.147241392129315,0.6501121953907648,IGbob_45
200_20,1.0542616715090025,0.6298660156229012,0.41618810833556796,-
200_40,-0.1611828660200845,5.121943672961547,0.6902490569532197,IBS_bi_min_walpha
200_60,1.485247868338575,7.447143427655216,0.6500169042278098,IGbob_45
300_20,1.2036815385725075,0.11597501452310792,0.34780491052353024,-
300_40,-0.5995224918649207,5.412538722427181,0.6042015678082906,IBS_bi_min_walpha
300_60,0.6556986596133546,7.758603876829248,0.6739030600524661,-
400_20,0.8569995293549567,-0.07499083757437888,0.20337793306069724,IBS_bi_min_gap
400_40,-0.9297195475234279,5.312808278207651,0.4905857171276396,IBS_bi_min_walpha
400_60,-0.19208428003352898,8.044730479882668,0.5325679225814761,IBS_bi_min_walpha
500_20,0.9067947661721147,-0.10226039774150157,0.1946881978592085,IBS_bi_min_gap
500_40,-0.6776500815968542,5.121182650117867,0.49466485906543955,IBS_bi_min_walpha
500_60,-0.7518625433767696,7.682873165192914,0.3571801471283905,IBS_bi_min_walpha
600_20,0.8933404357282146,-0.1020676065275264,0.144877337108478,IBS_bi_min_gap
600_40,-0.517632054711842,4.825869294147456,0.29577668442508226,IBS_bi_min_walpha
600_60,-1.0091203098602488,7.381682607337341,0.44244502508662026,IBS_bi_min_walpha
700_20,0.9752635475804039,-0.1134404721351493,0.1015741618603565,IBS_bi_min_gap
700_40,-0.39203744197428364,4.139656058085409,0.30904067064490975,IBS_bi_min_walpha
700_60,-1.2003510596170872,7.695136504767083,0.35920392723118866,IBS_bi_min_walpha
800_20,0.7991942320229292,-0.09523973860229379,0.08017255346393097,IBS_bi_min_gap
800_40,-0.4023543337726859,3.8989236698797805,0.26787496899743013,IBS_bi_min_walpha
800_60,-1.2892722558906975,7.764008165845738,0.3546771033695653,IBS_bi_min_walpha
